,items__volumeInfo__title,items__volumeInfo__subtitle,items__volumeInfo__authors__001,items__volumeInfo__description,items__searchInfo__textSnippet,items__volumeInfo__industryIdentifiers__identifier,title
245,Transgender Rights and Politics,"Groups, Issue Framing, and Policy Adoption",Jami K. Taylor,"To date, media and scholarly attention to gay politics and policy has focused on the morality debates over sexual orientation and the legal aspects of rights for non-heterosexuals. However, transgender concerns as such have received little attention. As transgender activism has become more visible, policymakers, both in the United States and around the world, have begun to respond to demands for more equitable treatment. Jami K. Taylor and Donald P. Haider-Markel bring together new research employing the concepts and tools of political science to explore the politics of transgender rights. Volume contributors address the framing of transgender rights in the U.S. and in Latin America. They discuss transgender interest groups, the inclusion of transgender activists in advocacy coalitions, policy diffusion at the state and local levels, and, importantly, the implementation of transgender public policy. This volume sets the standard for empirical research on transgender politics and demonstrates that the study of this topic can contribute to the understanding of larger questions in the field of political science.",This volume sets the standard for empirical research on transgender politics and demonstrates that the study of this topic can contribute to the understanding of larger questions in the field of political science.,9780472120604,"Transgender Rights and Politics Groups, Issue Framing, and Policy Adoption"
249,Transgender Rights and Protections,,Rebecca T. Klein,"As transgender issues have been gaining more attention in recent years, many states, organizations, and schools have altered non-discrimination laws and regulations to explicitly include transgender rights. Unfortunately, much progress needs to be made to fully grant transgender citizens all the rights and protections they deserve. This title examines the rights of the transgender community and the areas in which further action is still needed for their protection. Readers are presented with useful information on how to become trans allies and how to fight against trans discrimination in their day-to-day lives.","Unfortunately, much progress needs to be made to fully grant transgender citizens all the rights and protections they deserve.",9781499464603,
253,"The Rights of Lesbians, Gay Men, Bisexuals, and Transgender People","The Authoritative ACLU Guide to the Rights of Lesbians, Gay Men, Bisexuals, and Transgender People, Fourth Edition",Nan D. Hunter,"Uses a question-and-answer format and nontechnical language to survey rights in regard to freedom of speech and association, housing, employment, the military, family and parenting, and HIV disease.","Uses a question-and-answer format and nontechnical language to survey rights in regard to freedom of speech and association, housing, employment, the military, family and parenting, and HIV disease.",9780814736791,"The Rights of Lesbians, Gay Men, Bisexuals, and Transgender People The Authoritative ACLU Guide to the Rights of Lesbians, Gay Men, Bisexuals, and Transgender People, Fourth Edition"
257,Respect and Equality,Transsexual and Transgender Rights,Stephen Whittle,"First published in 2002. Routledge is an imprint of Taylor & Francis, an informa company.",The author argues that current law does not adequately provide for transgender people and calls for respect and equality before the law.,1138150401,Respect and Equality Transsexual and Transgender Rights
259,Transgender Family Law,A Guide to Effective Advocacy,Edited by Jennifer L. Levi & Elizabeth E. Monnin-Browder,"Transgender people have unique needs and vulnerabilities in the family law context. Any family law attorney engaged in representing transgender clients must know the ins and outs of this rapidly developing area of law. Transgender Family Law: A Guide to Effective Advocacy is the first book to comprehensively address legal issues facing transgender people in the family law context and provide practitioners the tools to effectively represent transgender clients. The chapters address a broad range of topics, including: Culturally Competent Representation, Recognition of Name and Sex, Relationship Recognition and Protections, Protecting Parental Rights, Relationship Dissolution, Parental Rights after Relationship Dissolution, Custody Disputes Involving Transgender Children, Protections for Transgender Youth, Intimate Partner Violence, Estate Planning and Elder Law. Written by attorneys with expertise in both family law and advocacy for transgender clients, including: Kylar W. Broadus, Patience Crozier, Benjamin L. Jerner, Michelle B. LaPointe, Jennifer L. Levi, Morgan Lynn, Shannon Price Minter, Elizabeth E. Monnin-Browder, Zack M. Paakkonen, Terra Slavin, Wayne A. Thomas Jr., Deborah H. Wald, and Janson Wu, Transgender Family Law is a must-have, practical guide for attorneys interested in becoming effective advocates for their clients. It is also a valuable resource to consult for any transgender person who is forming, expanding, or dissolving a family relationship.",Transgender Family Law: A Guide to Effective Advocacy is the first book to comprehensively address legal issues facing transgender people in the family law context and provide practitioners the tools to effectively represent transgender ...,1468554530,Transgender Family Law A Guide to Effective Advocacy
261,Transgender Employment Experiences,Gendered Perceptions and the Law,Kyla Bender-Baird,Brings together the workplace experiences of transgender people with an assessment of current policy protections.,"With its effective balance of personal stories and legal guidance, this book is a much-needed resource for those in the field of gender and employment, from policy analysts to human resource managers to queer studies scholars.",9781438436760,Transgender Employment Experiences Gendered Perceptions and the Law
263,TRANS/gressive,"How Transgender Activists Took on Gay Rights, Feminism, the Media & Congress… and Won!",Riki Wilchins,"In the early 1990s, no one talked about transgender people, and no one knew one. We were not on TV or in movies. What formed the visible part of the transcommunity – overwhelmingly white, urban, and middle class – was also overwhelmingly focused on conferences, surgery or hormones and cisgender acceptance. This was still a determinedly non-political population, often in defensive crouch because it was also constantly under attack by the media, police, local legislatures, feminists and even LGB-but-never-T advocates. We were a group that still thought of ourselves as a collection of separate individuals, not a movement. What made political consciousness so difficult was that there was no “transgender section” of town, where we saw each other regularly. And mainstream society mostly ignored us. And when it didn’t, it usually made clear it despised us. We were freaks. We were gendertrash. We lived in a transient and indoor community that knew itself only a few days at a time during conferences at hotels out on the interstate. But all that was about to change. Even when politics are avoided, bringing despised and marginalized people together is itself a political act. Without realizing or intending it, the community was reaching critical mass. Even in those pre-Internet, pre-cellphone days, enough transpeople were running into one another often enough to begin realizing we could be a force, that we didn’t really need cisgender acceptance. What we needed was our civil rights. This is the inside story of how in just a few years, a handful of trans activists would come together in the face of enormous difficulties and opposition to launch from the very margins of society what would grow into the modern political movement for gender rights.","This is the inside story of how in just a few years, a handful of trans activists would come together in the face of enormous difficulties and opposition to launch from the very margins of society what would grow into the modern political ...",9781626013674,"TRANS/gressive How Transgender Activists Took on Gay Rights, Feminism, the Media & Congress… and Won!"
265,"Lesbian, Gay, Bisexual, and Transgender Rights",A Human Rights Perspective,David M. Donahue,"This curriculum is intended to further thoughtful examination and responsible action among high school students about lesbian, gay, bisexual, and transgender (LGBT) issues. Unlike other curricula this discussion is not in the context of civil or political rights but in the broader context of human rights. These rights, as defined in the Universal Declaration of Human Rights, include, among others, the right to education, identity, security, assembly, expression, employment, health, and family--all relevant to the current discussion of LGBT rights. The activities in the curriculum promote appropriate action in addition to reflection and discussion. Students are asked to take responsibility for the homophobia that causes human rights abuses. The curriculum aims to prepare students for responding in meaningful ways to such abuses. It is divided into the following parts: ""Part 1: Introduction""; ""Part 2: Activities"" contains: (1) ""Words Really Matter: Examining Language at School""; (2) ""Are Gay Rights Special? What Does the Universal Declaration of Human Rights Say?""; (3) ""What If Things Were Different: Charting the Effects of Change""; (4) ""Is It a Crime To Be Gay? Debating Tolerance in a New Democracy""; (5) ""What Must Be Done To Achieve Equality? Evaluating Different Approaches""; (6) ""I Now Pronounce You...Same-Sex Marriage Legislation""; (7) ""Youth Dealing with Homophobia: Stories from Real Life""; (8) ""Rights Abuses around the World: What Can We Do?""; and (9) ""Taking the Human Rights Temperatures of Your School""; and ""Part 3: Appendices"" contains: ""The Universal Declaration of Human Rights"" and ""Resources."" (Contains a resource list of 30 books, 12 videos, and 11 Web sites.) (BT)",Same-Sex Marriage Legislation&quot;; (7) &quot;Youth Dealing with Homophobia: Stories from Real Life&quot;; (8) &quot;Rights Abuses around the World: What Can We Do?&quot;; and (9) &quot;Taking the Human Rights Temperatures of Your School&quot;; and &quot;Part 3: Appendices&quot; ...,UOM:39015060642868,"Lesbian, Gay, Bisexual, and Transgender Rights A Human Rights Perspective"
266,Transgender Rights,"Transgender Law, Legal Aspects of Transsexualism, Name Change, Legal Aspects of Transsexualism in the United States, Gender Recogn",Source Wikipedia,"Please note that the content of this book primarily consists of articles available from Wikipedia or other free sources online. Pages: 27. Chapters: Transgender law, Legal aspects of transsexualism, Name change, Legal aspects of transsexualism in the United States, Gender Recognition Act 2004, Lydia Foy, Camp Trans, Transgender Law Center, O'Donnabhain v. Commissioner, Gender-neutral toilet, Dean Spade, Changing legal gender assignment in Canada, List of transgender-rights organizations, Shannon Minter, Changing legal gender assignment in Brazil, Transgender rights in Tamil Nadu, FTM International, Sylvia Rivera Law Project, Convention on the recognition of decisions recording a sex reassignment, Corbett v Corbett, 2004 Fam CA 297, Karen Ulane, Re Kevin - validity of marriage of transsexual, Gender Recognition Panel. Excerpt: Transsexual people are those who establish a permanent identity with the gender opposite to the gender identified at birth. As most legal jurisdictions have at least some recognition of the two traditional genders at the exclusion of other categories, this raises many legal issues and aspects of transsexualism. Most of these issues tend to be located in what is generally considered family law, especially the issue of marriage, but also things such as the ability of a transgendered person to benefit from a partner's insurance or social security. The degree of legal recognition provided to transsexualism varies widely throughout the world. Many countries now extend legal recognition to sex reassignment by permitting a change of gender on the birth certificate. Many transsexual people have their bodies permanently changed by surgical means or semi-permanently changed by hormonal means (see Sex reassignment therapy). In many countries, some of these modifications are required for legal recognition. In a few, the legal aspects are directly tied to health care; i.e. the same bodies or doctors decide whether a person can go ahead, and the...",Please note that the content of this book primarily consists of articles available from Wikipedia or other free sources online.,1230657312,"Transgender Rights Transgender Law, Legal Aspects of Transsexualism, Name Change, Legal Aspects of Transsexualism in the United States, Gender Recogn"
268,Supporting Transgender Students,Understanding Gender Identity and Reshaping School Culture,Alex Myers,"Supporting Transgender Students is a guide to help schools learn the basics of what gender is and why it matters in education. Drawing on the author's 25 years of experience working with schools and transgender students, this book considers how transgender and gender non-conforming youth experience the classroom, the playing field, and other school contexts. Supporting Transgender Students provides a clear roadmap and practical examples for how to take action in your school to effect change and create a gender inclusive community.","Most importantly, this book is written by Alex Myers, and he has a story to tell. A graduate of Phillips Exeter and Harvard, he was the first openly transgender student at both institutions.",160801200X,Supporting Transgender Students Understanding Gender Identity and Reshaping School Culture
271,Transgender Activists and Celebrities,,The New York Times Editorial Staff,"As the fight for transgender rights has grown and made incredible strides, so too has a new generation of activists and celebrities stepped forward into the spotlight to promote awareness, sensitivity, and respect for their community. The articles in this book share the stories of dozens of the figures who have been key in the evolving push for greater trans visibility and acceptance. Featuring the lives and words of such prominent figures as Laverne Cox, Jennifer Finley Boylan, and Caitlyn Jenner, these pieces highlight the ways in which prominent individuals living incredibly public lives are changing the conversation around the transgender community and the rights and respect its members deserve.",The articles in this book share the stories of dozens of the figures who have been key in the evolving push for greater trans visibility and acceptance.,9781642820263,
273,Transgender Role Models and Pioneers,,Barbra Penne,"This title profiles a host of accomplished transgender people who have made their names in a wide range of fields, including sports, politics, activism, entertainment, and the arts. It includes historical pioneers--such as Christine Jorgensen, Marsha P. Johnson, and Sylvia Rivera--as well as present-day figures--such as Lana and Lilly Wachowski, Kye Allums, and Laverne Cox.","This title profiles a host of accomplished transgender people who have made their names in a wide range of fields, including sports, politics, activism, entertainment, and the arts.",9781508171867,
275,"""Not Worth a Penny""",Human Rights Abuses Against Transgender People in Honduras,Juliana Cano Nieto,"Background -- Police, abuse and violence -- Failures to protect and investigate -- Specific recommendations.","Background -- Police, abuse and violence -- Failures to protect and investigate -- Specific recommendations.",9781564324863,"""Not Worth a Penny"" Human Rights Abuses Against Transgender People in Honduras"
277,Coming Out as Transgender,,Corona Brezina,"An accessible guide to coming out to family and friends, this title provides transgender readers with insight about what steps to take when thinking about coming out. It addresses how to answer questions that friends and family might ask as well as the potential steps involved in a gender transition. For trans allies, this resource is a useful tool to understand how to be supportive of a loved one during their journey to express their true gender. Readers also will learn how to fight back against transgender discrimination at school and in their community.","An accessible guide to coming out to family and friends, this title provides transgender readers with insight about what steps to take when thinking about coming out.",9781508171799,
279,"Trans/Gressive: How Transgender Activists Took on Gay Rights, Feminism, the Media & Congress... and Won!",,Riki Wilchins,"In the early 1990s, no one talked about transgender people, and no one knew one. We were not on TV or in movies. What formed the visible part of the transcommunity - overwhelmingly white, urban, and middle class - was also overwhelmingly focused on conferences, surgery or hormones and cisgender acceptance. This was still a determinedly non-political population, often in defensive crouch because it was also constantly under attack by the media, police, local legislatures, feminists and even LGB-but-never-T advocates. We were a group that still thought of ourselves as a collection of separate individuals, not a movement. What made political consciousness so difficult was that there was no ""transgender section"" of town, where we saw each other regularly. And mainstream society mostly ignored us. And when it didn't, it usually made clear it despised us. We were freaks. We were gendertrash. We lived in a transient and indoor community that knew itself only a few days at a time during conferences at hotels out on the interstate. But all that was about to change. Even when politics are avoided, bringing despised and marginalized people together is itself a political act. Without realizing or intending it, the community was reaching critical mass. Even in those pre-Internet, pre-cellphone days, enough transpeople were running into one another often enough to begin realizing we could be a force, that we didn't really need cisgender acceptance. What we needed was our civil rights. This is the inside story of how in just a few years, a handful of trans activists would come together in the face of enormous difficulties and opposition to launch from the very margins of society what would grow into the modern political movement for gender rights.","This is the inside story of how in just a few years, a handful of trans activists would come together in the face of enormous difficulties and opposition to launch from the very margins of society what would grow into the modern political ...",1626013683,
281,2+2=5,How The Transgender Craze is Redefining Reality,Katie Roche,"Transgenderism is one of the biggest social issues of our time. Society has embraced the growing number of transgender people in a way that would have been unimaginable just ten years ago. It has even been described as the next civil rights issue. But there is a dark side to transgenderism which is rarely discussed. From the irreversible damage done to transgender people’s bodies, to the loss of women’s rights and spaces, there are many problems with the widespread acceptance of transgenderism. Written from a gender critical feminist perspective, it will critically examine the impact of transgenderism on British and American society over the past decade. It will tackle the myths that are widely perpetuated by transgender activists and ask the questions that nobody else dares to ask.",Transgenderism is one of the biggest social issues of our time.,,2+2=5 How The Transgender Craze is Redefining Reality
284,Transforming Citizenships,Transgender Articulations of the Law,Isaac West,"Advances a rethinking of law as capacious rhetorics of citizenship, justice, equality, and freedom.","Advances a rethinking of law as capacious rhetorics of citizenship, justice, equality, and freedom.",9781479832149,Transforming Citizenships Transgender Articulations of the Law
286,The Book of Transgender in Hong Kong,Gossip Boys & Girls Book 4,梁詠恩 Joanne Leung,"This is a handbook consolidated and translated from three of our Chinese booklets Gossip Boys & Girls series. The first booklet was published in 2012 as we found easy understanding information for Chinese readers was absent. Although there was quite a lot of information in English from western countries, we cannot just copy it from different contexts and cultures as the transgender community is so diverse all over the world. Another reason why we need to create our own book is that publications available are either produced by Transgender people, telling the outside world what people should do, or written by cisgender professionals or researchers. Taking into consideration the general public’s perspective, Gossip Boys & Girls series were written in the language for the wider population. Gossip in Chinese is 是非. It also means Right and Wrong. Gender and sexuality of a person could always be the focus in gossips among people no matter you are LGBT people or not. What even worst is that transgender people are always judged by the others as “right or wrong”. Two of my best transgender friends were unable to bear the suppression and committed suicide one in 2004, and another one in 2008. Another gay friend of mine has committed suicide recently in Jan 2017. What caused them to make such a decision? Is it their fault being true to themselves? I hope this handbook laid out from the experience of a transgender person who has overcame those unspeakable difficulties in life will give you more insight about the transgender community in Hong Kong.",This is a handbook consolidated and translated from three of our Chinese booklets Gossip Boys &amp; Girls series.,,The Book of Transgender in Hong Kong Gossip Boys & Girls Book 4
287,Transgender. A Marginalized and Stigmatized Community,,Mansoor Ahmad,"Document from the year 2018 in the subject Sociology - Gender Studies, grade: A, The University of Kashmir (Department of Sociology), course: PhD, language: English, abstract: Down the ages, our society has condemned and alienated people who do not conform to its norms. Transgender persons are one such group of people who have been marginalized, abused, disdained and callously neglected community in almost every known society. The term ―transgender is generally used to describe those who transgress social gender norms. Transgender is often used as an umbrella term to signify individuals who defy rigid, binary gender constructions and who expresses or present a breaking and blurring of culturally prevalent stereotypically gender roles. It includes pre-operative, post-operative and non- operative transsexual people who strongly identify with gender opposite to their biological sex. Transgender are known locally ‘laanch’ in Kashmir. They face discrimination in every aspect of life be it employment, legal recognition, access to social resources including decent life standard and education. As in other parts of the country, the third gender in Kashmir exists, but their existence is hardly recognized by the society and they are pushed to the boundaries. Though the J&K government has set up a committee to monitor and examine the formulation of various welfare policies on transgenders, a lot needs to be done. This study intended to expose sufferings, discrimination and marginalization of transgender; these persons are usually rejected from their families and other social organizations and face varied forms of social exclusion. The article is mostly based on secondary sources, as well as on observations.","Document from the year 2018 in the subject Sociology - Gender Studies, grade: A, The University of Kashmir (Department of Sociology), course: PhD, language: English, abstract: Down the ages, our society has condemned and alienated people ...",9783668763760,
289,Saks Fifth Avenue and Transgender Rights,,Timothy Fedderson,"In September 2014 Leyth Jamal, a transgender woman, filed suit against her employer, luxury retailer Saks Fifth Avenue. Jamal alleged that she experienced harassment from managers and other employees because of her gender identity while employed by Saks, including verbal abuse and threats of violence. At the time she filed suit, no federal, state, or local laws protected transgender employees from discrimination. However, some federal district courts had recently begun to allow such suits on the premise that discrimination based on gender identity was a form of sex discrimination. Other suits and amicus briefs brought by the Equal Employment Opportunity Commission (EEOC) furthered this trend. The EEOC is the federal agency charged with investigating and supporting claims of discrimination under Title VII of the Civil Rights Act of 1964, so district and appellate courts watched the EEOC's position on the application of Title VII. Socio-culturally, many Americans supported transgender rights, even as they voiced anxiety about transgender men in women's bathrooms.","In September 2014 Leyth Jamal, a transgender woman, filed suit against her employer, luxury retailer Saks Fifth Avenue.",1529705487,
291,Today's Transgender Youth,"Health, Well-Being, and Opportunities for Resilience",Taylor & Francis Group,"This book focuses on resiliency among gender expansive young people in different cultures, exploring how they engage with and leverage school, media, and religious contexts. The contributions in this volume advance the scholarship regarding the health and well-being of gender expansive young people, at a time where a plethora of recent legislation has limited and removed sundry rights of transgender individuals. While previous scholarship identified disparities among transgender youth, this book approaches resiliency from multiple lenses - from school-based clubs as tools for engagement in advocacy, to proactivity and self-care as strategies to mitigate struggles. These empirical chapters focus on diverse contexts across different countries including Canada, the USA and Australia. The book also includes important commentaries from leading scholars in the field debating the controversial issue of transgender youth ""desisting"" (to no longer be transgender). This book will be of interest to those studying recent legislation on transgender rights, as well as to those with a broader interest in studying gender in different contexts. This book was originally published as a special issue of the International Journal of Transgenderism.","This book focuses on resiliency among gender expansive young people in different cultures, exploring how they engage with and leverage school, media, and religious contexts.",0367731037,"Today's Transgender Youth Health, Well-Being, and Opportunities for Resilience"
295,Histories of the Transgender Child,,Julian Gill-Peterson,"A groundbreaking twentieth-century history of transgender children With transgender rights front and center in American politics, media, and culture, the pervasive myth still exists that today’s transgender children are a brand new generation—pioneers in a field of new obstacles and hurdles. Histories of the Transgender Child shatters this myth, uncovering a previously unknown twentieth-century history when transgender children not only existed but preexisted the term transgender and its predecessors, playing a central role in the medicalization of trans people, and all sex and gender. Beginning with the early 1900s when children with “ambiguous” sex first sought medical attention, to the 1930s when transgender people began to seek out doctors involved in altering children’s sex, to the invention of the category gender, and finally the 1960s and ’70s when, as the field institutionalized, transgender children began to take hormones, change their names, and even access gender confirmation, Julian Gill-Peterson reconstructs the medicalization and racialization of children’s bodies. Throughout, they foreground the racial history of medicine that excludes black and trans of color children through the concept of gender’s plasticity, placing race at the center of their analysis and at the center of transgender studies. Until now, little has been known about early transgender history and life and its relevance to children. Using a wealth of archival research from hospitals and clinics, including incredible personal letters from children to doctors, as well as scientific and medical literature, this book reaches back to the first half of the twentieth century—a time when the category transgender was not available but surely existed, in the lives of children and parents.","Using a wealth of archival research from hospitals and clinics, including incredible personal letters from children to doctors, as well as scientific and medical literature, this book reaches back to the first half of the twentieth ...",9781452958156,
533,The Transgender Studies Reader,,Susan Stryker,"Transgender studies is the latest area of academic inquiry to grow out of the exciting nexus of queer theory, feminist studies, and the history of sexuality. Because transpeople challenge our most fundamental assumptions about the relationship between bodies, desire, and identity, the field is both fascinating and contentious. The Transgender Studies Reader puts between two covers fifty influential texts with new introductions by the editors that, taken together, document the evolution of transgender studies in the English-speaking world. By bringing together the voices and experience of transgender individuals, doctors, psychologists and academically-based theorists, this volume will be a foundational text for the transgender community, transgender studies, and related queer theory.","Critics of The Well have paid little attention to Hall&#39;s careful account of Stephen&#39;s <br>\nexperience; instead, they have sought to unmask the novel&#39;s various <b>ideologies</b> <br>\nof misogyny and homophobia. While such critiques are important, they have&nbsp;...",9780415947091,
535,"Lesbian, Gay, Bisexual, and Transgender Health Issues",Selections from the American Journal of Public Health,American Public Health Association,"Papers from medical and social service professionals covering an array of health topics of interest to the lesbian, gay, bisexual and transgendered community in the United States.","Ethical Issues in Health Research Prevailing state and institutional <b>ideologies</b> <br>\nregarding race / ethnicity , gender , and sexuality help to shape , and are <br>\ninfluenced by , research priorities . Research ethics committees perform a <br>\ngatekeeper role&nbsp;...",UCSC:32106017644573,"Lesbian, Gay, Bisexual, and Transgender Health Issues Selections from the American Journal of Public Health"
537,"Working with Lesbian, Gay, Bisexual, and Transgender College Students",A Handbook for Faculty and Administrators,Ronni L. Sanlo,"This professional reference guide will help administrators and faculty understand the needs of lesbian, gay, bisexual, and transgender students.","Based on the <b>ideology</b> of heterosexism , or what Rich ( 1980 ) calls “ compulsory <br>\nheterosexuality , ” a systematic set of ... Like racism , sexism , and other <br>\n<b>ideologies</b> of oppression , heterosexism is manifested both in societal customs <br>\nand&nbsp;...",UOM:39015047078723,"Working with Lesbian, Gay, Bisexual, and Transgender College Students A Handbook for Faculty and Administrators"
538,Transgender Nation,,Gordene Olga MacKenzie,"Looks at the male-to-woman transgenderist and transsexual from a sociological and sociopolitical perspective, arguing that it is not the individual transgenderists who are sick and need treatment, but the society that condemns them. Considers the history of the transgender movement, categories of se","Looks at the male-to-woman transgenderist and transsexual from a sociological and sociopolitical perspective, arguing that it is not the individual transgenderists who are sick and need treatment, but the society that condemns them.",0879725966,
541,"Gay, Lesbian, and Transgender Issues in Education","Programs, Policies, and Practices",James Thomas Sears,"Presents a collection of essays that describe the experiences of lesbian, gay, bisexual, and transgendered students and looks at programs designed for these youth.","New York : Garland . Silverman , K . ( 1992 ) . Male subjectivity at the margins . <br>\nNew York : Routledge . Zizek , S . ( 1989 ) . The sublime of object of <b>ideology</b> . <br>\nLondon : Verso . Chapter 9 Authors &#39; Reactions “ From actual communities we&nbsp;...",UOM:39015060871541,"Gay, Lesbian, and Transgender Issues in Education Programs, Policies, and Practices"
543,Lesbians Talk Transgender,,Zachary I. Nataf,"Transgender behaviour has been part of human experience for all times and across all cultures. Whether male to female (MTF) or female to male (FTM) transvestites, transsexuals, and hermaphrodites are forming a new alliance of transgendered people. These largely feared and taboo individuals are demanding a return of their lost civil liberties and are seeking recognition as a third gender.","But when anatomical sex is altered because of errors in assignment or surgical <br>\nconversion , the search by others for the true sex of those altered individuals <br>\nreinforces biology over <b>ideology</b> . Even XX chromosome women can fail the <br>\nBarrbody&nbsp;...",STANFORD:36105111291865,
545,"Lgbt, Encyclopedia of Lesbian, Gay, Bisexual, and Transgender History in America: Race to Zulma, appendix, index",,Marc Stein,Online version of the 3-vol. work published by Gale providing a comprehensive survey of lesbian and gay history and culture in the United States.,,0684312646,
547,Inventing Transgender Children and Young People,,Heather Brunskell-Evans,"The essays in this volume are written by clinicians, psychologists, sociologists, educators, parents and de-transitioners. Contributors demonstrate how ‘transgender children and young people’ are invented in different medical, social and political contexts: from specialist gender identity development services to lobby groups and their school resources, gender guides and workbooks; from the world of the YouTube vlogger to the consulting rooms of psychiatrists; from the pharmaceutical industry to television documentaries; and from the developmental models of psychologists to the complexities of intersex medicine. Far from just investigating how they are invented the authors demonstrate the considerable psychological and physical harms perpetrated on children and young people by transgender ideology, and offer tangible examples of where and how adults should intervene to protect them.","The essays in this volume are written by clinicians, psychologists, sociologists, educators, parents and de-transitioners.",9781527541245,
551,Gay/lesbian/bisexual/transgender Public Policy Issues,A Citizen's and Administrator's Guide to the New Cultural Struggle,Wallace Swan,"In response to the cultural war declared upon gay, lesbian, bisexual, and transgendered people by the radical right, this book gives you an inside look at the gay community’s perspectives on the four major issues of school curricula, workplace protections, legitimization of same-sex relationships, and protections against discrimination. As Gay/Lesbian/Bisexual/Transgender Public Policy Issues examines the role of radical religious thought in American politics, it looks at the development of conflicts on the national level over the four main issues. It also looks at specific examples of the conflicts, such as the “Rainbow Curriculum” battle in New York City and the controversial school board elections in Des Moines. This insightful and comprehensive book discusses recent successes of the gay and lesbian movement in the development of local public policy as well as setbacks it has experienced. From election year gay-bashing to the persecution of gay and lesbian youth in school environments to lack of protection for gay and lesbian employees in the workplace, it is clear that much work remains to be done before the rights of gay, lesbian, bisexual, and transgendered persons are protected to the same degree as those of heterosexual persons. Gay or straight, you will find your eyes truly opened as you read about: discrimination against gay and lesbian people by the American system of justice congressional indifference to workplace oppression the origins and aims of the religious right the development of services to meet the needs of gay youths in the school environment the major confrontations administrators face when dealing with sexual orientation issues homelessness from a gay/lesbian/bisexual/transgendered point of view gay and lesbian role models and multicultural activities for adolescents Citizens, public administrators, policymakers, educational administrators, social service providers, and teachers need to read Gay/Lesbian/Bisexual/Transgender Public Policy Issues to understand how members of the gay community remain disenfranchised in American society. You may think you are sensitive to the issues, but are you helping to find solutions? Get this book and find out!",4 . Discuss the development of religious fundamentalism in the United States and <br>\nexplain ways in which fundamentalism constitutes an <b>ideology</b> . Then contrast <br>\nthis <b>ideology</b> with the these two groups get along so poorly ? Is there any room <br>\nfor&nbsp;...,UOM:49015002669712,Gay/lesbian/bisexual/transgender Public Policy Issues A Citizen's and Administrator's Guide to the New Cultural Struggle
552,"The Handbook of Lesbian, Gay, Bisexual, and Transgender Public Health",A Practitioner's Guide to Service,Michael D. Shankle,"""This book provides a unique focus on LGBT public health, offering positive direction for practitioners looking for guidance in methods to ensure a healthy community for all while taking into consideration the special needs of sexual minorities. Each chapter is exhaustively referenced, includes useful lists of selected resources, is clearly illustrated with tables and diagrams, and asks questions to spark thought on the issues as they pertain to the reader's circumstances.""--BOOK JACKET.",201 ) Public health advocates are faced with a growing battle to advance <br>\nevidencebased health prevention and intervention efforts in the context of <br>\n<b>ideological</b> forces that would marginalize rather than advance LGBT health . In <br>\nthe early fight&nbsp;...,UOM:39015063194321,"The Handbook of Lesbian, Gay, Bisexual, and Transgender Public Health A Practitioner's Guide to Service"
553,Transgender Journeys,,Virginia R. Mollenkott,Information and inspiration while sharing real-life experiences about the joy and pain of being Christian and gender-variant.,Slotting God into the sociopolitical agenda and accompanying rhetoric of <br>\nexclusivist <b>ideologies</b> then becomes possible . Fundamentalists work diligently to <br>\nmake our intricate modern world appear more simple and comfortable for people <br>\nwho&nbsp;...,UOM:49015002934702,
554,Transgender Identities,,Angie Fee,"Angie Fee argues that there are gaps in the training of counsellors/therapists that leave important issues of sexuality and gender mainly unexplored. The binary categorisation of sexuality into homo and hetero, and gender into man and woman has simplified reduced complex phenomena. She believes that sexuality and gender cannot be summed up by using pathological and biological models alone and more attention needs to be paid to the influence of culture and society. She argues that the cultural is often invisible, so not yet thinkable about in terms of how it influences our own belief system. Angie s work goes beyond calling for tolerance and acceptance and calls for an examination of the influence of heterosexual ideology. Heterosexuality is continually produced and reproduced in social practice and psychological therapies without any exploring into how the concept of heterosexuality came to be constructed. Her interest is in challenging therapy trainings to address the role heterosexuality has in their theories which will then enable a more flexible space for thinking about desires outwith a heteronomative paradigm.",Angie Fee argues that there are gaps in the training of counsellors/therapists that leave important issues of sexuality and gender mainly unexplored.,3843374503,
556,The Little Grey Book on Sex and Transgender,"What it Means for Girls & Boys, Women & Men, Schools, Sports, Women's Rights, Democracy",Patrick J. Byrne,"This book questions the ideology (a philosophical `belief ' with a political agenda) of transgenderism. The transgender world view says that laws should recognise a person's fluid `gender identity' other than, or in place of, their fixed biological sex. Transgenderism has many conundrums. Are we all on a spectrum between 100 percent male and 100 per cent female, or are we all just male or female? Should biological girls be obliged to accept biological boys who identify as women in their safe spaces at schools? Should two biological men who identify as women be recognised as lesbians? Activists demand gender neutral language, sports, restrooms, change rooms, etc. This treats men and women as same-same, uniform... one shade of grey. Isn't this the opposite of `diversity'?",This book questions the ideology (a philosophical &#39;belief &#39; with a political agenda) of transgenderism.,1925642968,"The Little Grey Book on Sex and Transgender What it Means for Girls & Boys, Women & Men, Schools, Sports, Women's Rights, Democracy"
