,items__volumeInfo__title,items__volumeInfo__subtitle,items__volumeInfo__authors__001,items__volumeInfo__description,items__volumeInfo__industryIdentifiers__identifier,title
1442,Antiracism Education In and Out of Schools,,Aminkeng A. Alemanji,"This book explores how antiracism theories can be translated into practice within formal education, as well as in other educational programs outside schools, as very often racism occurs outside the school environment. Combating racism both in and out of school therefore increases the chances of overcoming issues of racism. As racism continues to plague the world, efforts to combat it deserve more attention and diversification across all walks of life. In education, such efforts benefit from being modeled within the framework of antiracism education, rather than simpler multicultural and intercultural theorization and understanding which have proved popular. As such, this book critiques integration and multicultural programs, and instead highlights the advantages of grounding such programs within an antiracist framework. This book demonstrates why and how antiracism education is key to challenging issues of racial injustice at a time when multiculturalism and interculturalism have being proclaimed “dead”. It will be highly relevant to researchers and students working in the areas of Education and Sociology, particularly those with an interest in antiracism methodologies.",9783319563152,
1444,Antiracism,An Introduction,Alex Zamalin,"An introduction to antiracism, a powerful tradition crucial for energizing American democracy On August 12, 2017, in Charlottesville, Virginia, a rally of white nationalists and white supremacists culminated in the death of a woman murdered in the street. Those events made clear that racism is alive and well in the United States of America. However, they also brought into sharp relief another American tradition: antiracism. While racists marched and chanted in the streets, they were met and matched by even larger numbers of protesters calling for racism’s end. Racism is America’s original and most enduring sin, with well-known historic and contemporary markers: slavery, lynching, Jim Crow, redlining, mass incarceration, police brutality. But racism has always been challenged by an opposing political theory and practice. Alex Zamalin’s Antiracism tells the story of that opposition. The most theoretically generative and politically valuable source of antiracist thought has been the black American intellectual tradition. While other forms of racial oppression—for example, anti-Semitism, Islamophobia, and anti-Latino racism—have been and continue to be present in American life, antiblack racism has always been the primary focus of American antiracist movements. From antislavery abolition to the antilynching movement, black socialism to feminism, the long Civil Rights movement to the contemporary Movement for Black Lives, Antiracism examines the way the black antiracist tradition has thought about domination, exclusion, and power, as well as freedom, equality, justice, struggle, and political hope in dark times. Antiracism is an accessible introduction to the political theory of black American antiracism, through a study of the major figures, texts, and political movements across US history. Zamalin argues that antiracism is a powerful tradition that is crucial for energizing American democracy.",9781479822638,Antiracism An Introduction
1446,Activist Scholarship,"Antiracism, Feminism, and Social Change",Julia Sudbury,"Can scholars generate knowledge and pedagogies that bolster local and global forms of resistance to U.S. imperialism, racial/gender oppression, and the economic violence of capitalist globalization? This book explores what happens when scholars create active engagements between the academy and communities of resistance. In so doing, it suggests a new direction for antiracist and feminist scholarship, rejecting models of academic radicalism that remain unaccountable to grassroots social movements. The authors explore the community and the academy as interlinked sites of struggle. This book provides models and the opportunity for critical reflection for students and faculty as they struggle to align their commitments to social justice with their roles in the academy. At the same time, they explore the tensions and challenges of engaging in such contested work.",9781317264248,"Activist Scholarship Antiracism, Feminism, and Social Change"
1448,Antiracism in Cuba,The Unfinished Revolution,Devyn Spence Benson,"Analyzing the ideology and rhetoric around race in Cuba and south Florida during the early years of the Cuban revolution, Devyn Spence Benson argues that ideas, stereotypes, and discriminatory practices relating to racial difference persisted despite major efforts by the Cuban state to generate social equality. Drawing on Cuban and U.S. archival materials and face-to-face interviews, Benson examines 1960s government programs and campaigns against discrimination, showing how such programs frequently negated their efforts by reproducing racist images and idioms in revolutionary propaganda, cartoons, and school materials. Building on nineteenth-century discourses that imagined Cuba as a raceless space, revolutionary leaders embraced a narrow definition of blackness, often seeming to suggest that Afro-Cubans had to discard their blackness to join the revolution. This was and remains a false dichotomy for many Cubans of color, Benson demonstrates. While some Afro-Cubans agreed with the revolution's sentiments about racial transcendence--""not blacks, not whites, only Cubans--others found ways to use state rhetoric to demand additional reforms. Still others, finding a revolution that disavowed blackness unsettling and paternalistic, fought to insert black history and African culture into revolutionary nationalisms. Despite such efforts by Afro-Cubans and radical government-sponsored integration programs, racism has persisted throughout the revolution in subtle but lasting ways.",9781469626734,Antiracism in Cuba The Unfinished Revolution
1450,Crash Politics and Antiracism,Interrogations of Liberal Race Discourse,Philip S. S. Howard,"Crash Politics and Antiracism argues that race and racism continue to script the social fabric in Euro-North America. While dominant discourses claim that we have made significant progress away from racial bigotry, there is no shortage of evidence that inequitable ideologies of race prevail. Similarly, mainstream cinematic productions have mass appeal, yet tend to demonstrate and cement the racial ideologies that circulate in society. As such, they can be used either for the propagation of dominant ideologies or in the development of critical consciousness. Crash Politics and Antiracism does the latter, understanding the award-winning film Crash as an especially interesting pedagogical site, for while to many it offers a fresh analysis of race and racism, the antiracist analyses in this book suggest that it recycles oppressive understandings of race. The essays in this collection, written from a variety of racial locations, provide readings of Crash that seek to disrupt the movie's subtle messages and, more importantly, some of the intractable liberal notions of race that perpetuate racial inequity. The considerations raised in this volume will enrich critical conversations about how race and racism work in contemporary Euro-North American societies - whether these conversations occur in classrooms, boardrooms, or living rooms.",1433102463,Crash Politics and Antiracism Interrogations of Liberal Race Discourse
1452,Race and Antiracism in Black British and British Asian Literature,,Dave Gunning,"Race and Antiracism in Black British and British Asian Literature' offers the first extended exploration of the cultural impact of the politics of race and antiracism in Britain through focussing on a selection of recent novels by black British and British Asian writers. The study argues that an understanding of how race and ethnicity function in contemporary Britain can only be gained through attention to antiracism: the politics of opposing discrimination that manifest at the level of state legislation, within local and national activism, and inside the scholarly exploration of race. It is antiracism that now most strongly conditions the emergence of racial categorisations but also of racial identities and models of behaviour. This sense of how antiracism may determine the form and content of both political debate and individual identity is traced through an examination of ten novels by black British and British Asian writers. These authors range from the well known to the critically neglected: works by Monica Ali, Nadeem Aslam, Fred D'Aguiar, Ferdinand Dennis, Hanif Kureishi, Gautam Malkani, Caryl Phillips, Mike Phillips, Zadie Smith, and Meera Syal are carefully read to explore the impacts of antiracism. These literary studies are grouped into three main themes, each of which is central to the direction of racial political identities over the last two decades in Britain: the use of the continent of Africa as a symbolic focus for black political culture; the changing forms of Muslim culture in Britain; and the emergence of a multiculturalist ethos based around the notion of ethnic communities.",9781781388181,
1454,Discourses of Antiracism in France,,Catherine Lloyd,"First published in 1998, this book is an examination of antiracist discourses and practices in France. It sets out to trace the development of post-war French antiracism through the life of antiracist organizations, setting this within a broader historical, political and social context. It breaks new ground in that it analyses antiracism as a body of ideas in its own right, rather than as a mirror image of racism. The author uses previously unpublished archival material from French organizations combined with observations from current events. She argues that antiracist discourses and practices are structured around four main themes: discrimination, representation, solidarity and hegemony. While perceptions of discrimination have evolved into complex understandings of social exclusion, the representational functions of antiracist groups were challenged by immigrant workers movements themselves. Solidarity remained central to antiracist practices in different political contexts. Underpinning these features lies a hegemonic social project through which antiracists have sought to promote a 'common sense' through political and educational campaigns. The author concludes that French antiracism although constantly changing and refocusing is now a pluralist, transversal, hegemonic movement and an important component of civil society.",9780429829123,
1456,Transpacific Antiracism,"Afro-Asian Solidarity in 20th-Century Black America, Japan, and Okinawa",Yuichiro Onishi,"Transpacific Antiracism introduces the dynamic process out of which social movements in Black America, Japan, and Okinawa formed Afro-Asian solidarities against the practice of white supremacy in the twentieth century. Yuichiro Onishi argues that in the context of forging Afro-Asian solidarities, race emerged as a political category of struggle with a distinct moral quality and vitality. This book explores the work of Black intellectual-activists of the first half of the twentieth century, including Hubert Harrison and W. E. B. Du Bois, that took a pro-Japan stance to articulate the connection between local and global dimensions of antiracism. Turning to two places rarely seen as a part of the Black experience, Japan and Okinawa, the book also presents the accounts of a group of Japanese scholars shaping the Black studies movement in post-surrender Japan and multiracial coalition-building in U.S.-occupied Okinawa during the height of the Vietnam War which brought together local activists, peace activists, and antiracist and antiwar GIs. Together these cases of Afro-Asian solidarity make known political discourses and projects that reworked the concept of race to become a wellspring of aspiration for a new society.",9781479897322,"Transpacific Antiracism Afro-Asian Solidarity in 20th-Century Black America, Japan, and Okinawa"
1458,Racism and Antiracism,"Inequalities, Opportunities and Policies",Peter Braham,"This key text explores the nature and extent of racial discrimination, and the successes and failures of equal opportunities programmes. A successful balance of important recent articles and substantial contributions specially written for the volume, it presents analyses of institutional racism in immigration law, housing, social work, employment training and the criminal justice system. The contributors explore changes over time and examine the interwoven strands of `race', class and gender that form the pattern of disadvantage. They then discuss the formulation, implementation and outcomes of equal opportunities policies in the local state and the private sector, rigorously investigating both `liberal' and `radical' appro",UOM:39015025221535,"Racism and Antiracism Inequalities, Opportunities and Policies"
1459,Stamped (For Kids),"Racism, Antiracism, and You",Jason Reynolds,"This chapter book edition of the #1 New York Times bestseller by luminaries Ibram X. Kendi and Jason Reynolds is an essential introduction to the history of racism and antiracism in America RACE. Uh-oh. The R-word. But actually talking about race is one of the most important things to learn how to do. Adapted from the groundbreaking bestseller Stamped: Racism, Antiracism, and You, this book takes readers on a journey from present to past and back again. Kids will discover where racist ideas came from, identify how they impact America today, and meet those who have fought racism with antiracism. Along the way, they’ll learn how to identify and stamp out racist thoughts in their own lives. Ibram X. Kendi’s research, Jason Reynolds’s and Sonja Cherry-Paul’s writing, and Rachelle Baker’s art come together in this vital read, enhanced with a glossary, timeline, and more.",9780316167383,"Stamped (For Kids) Racism, Antiracism, and You"
1461,The Feminist Bookstore Movement,Lesbian Antiracism and Feminist Accountability,Kristen Hogan,"From the 1970s through the 1990s more than one hundred feminist bookstores built a transnational network that helped shape some of feminism's most complex conversations. Kristen Hogan traces the feminist bookstore movement's rise and eventual fall, restoring its radical work to public feminist memory. The bookwomen at the heart of this story—mostly lesbians and including women of color—measured their success not by profit, but by developing theories and practices of lesbian antiracism and feminist accountability. At bookstores like BookWoman in Austin, the Toronto Women’s Bookstore, and Old Wives’ Tales in San Francisco, and in the essential Feminist Bookstore News, bookwomen changed people’s lives and the world. In retelling their stories, Hogan not only shares the movement's tools with contemporary queer antiracist feminist activists and theorists, she gives us a vocabulary, strategy, and legacy for thinking through today's feminisms.",9780822374336,The Feminist Bookstore Movement Lesbian Antiracism and Feminist Accountability
1463,Feminism and Antiracism,International Struggles for Justice,Kathleen M. Blee,"From Madonna and drag queens to cyberpunk and webzines, popular culture constitutes a common and thereby critical part of our lives. Yet the study of popular culture has been condemned and praised, debated and ridiculed. In Popular Culture: An Introduction, Carla Freccero reveals why we study popular culture and how it is taught in the classroom. Blending music, science fiction, and film, Freccero shows us that an informed awareness of politics, race, and sexuality is essential to any understanding of popular culture. Freccero places rap music, the Alien Trilogy and Sandra Cisneros in the context of postcolonialism, identity politics, and technoculture to show students how they can draw on their already existing literacies and on the cultures they know in order to think critically. Complete with a glossary of useful terms, a sample syllabus and extensive bibliography, this book is the concise introduction to the study of popular culture.",9780814798546,Feminism and Antiracism International Struggles for Justice
1465,Racism And Antiracism In Real Schoolsa,"Theory, Policy, Practice","Gillborn , David","* How are 'race' and racism implicated in education policy and practice? * What does effective antiracism look like in practice? * How can teachers and school students be encouraged to think critically about their racialized assumptions and actions? In exploring these questions David Gillborn makes a vital contribution to the debate on 'race' and racism in education. He focuses on racism in the policy, research, theory and practice of education, and includes the first major study of antiracism at the level of whole-school management and classroom practice. The voices of teachers and school students bring the issues to life, and illustrate the daily problems of life in urban schools. This is a fascinating picture of the key matters facing managers, classroom teachers and their students as schools struggle to develop strong and workable approaches to anti-racist education. It is accompanied by a critical review of current debates and controversies concerning 'race', ethnicity and identity. Arguing for a critical return to the concept of 'race', Racism and Antiracism in Real Schools represents an important addition to the literature on the theory and practice of education in a racist society.",9780335190928,"Racism And Antiracism In Real Schoolsa Theory, Policy, Practice"
1467,Racial Revolutions,Antiracism and Indian Resurgence in Brazil,Jonathan W. Warren,"Since the 1970s there has been a dramatic rise in the Indian population in Brazil as increasing numbers of pardos (individuals of mixed African, European, and indigenous descent) have chosen to identify themselves as Indians. In Racial Revolutions—the first book-length study of racial formation in Brazil that centers on Indianness—Jonathan W. Warren draws on extensive fieldwork and numerous interviews to illuminate the discursive and material forces responsible for this resurgence in the population. The growing number of pardos who claim Indian identity represents a radical shift in the direction of Brazilian racial formation. For centuries, the predominant trend had been for Indians to shed tribal identities in favor of non-Indian ones. Warren argues that many factors—including the reduction of state-sponsored anti-Indian violence, intervention from the Catholic church, and shifts in anthropological thinking about ethnicity—have prompted a reversal of racial aspirations and reimaginings of Indianness. Challenging the current emphasis on blackness in Brazilian antiracist scholarship and activism, Warren demonstrates that Indians in Brazil recognize and oppose racism far more than any other ethnic group. Racial Revolutions fills a number of voids in Latin American scholarship on the politics of race, cultural geography, ethnography, social movements, nation building, and state violence. Designated a John Hope Franklin Center book by the John Hope Franklin Seminar Group on Race, Religion, and Globalization.",0822327414,Racial Revolutions Antiracism and Indian Resurgence in Brazil
1469,"Race, Racialization and Antiracism in Canada and Beyond",,Genevieve Fuji Johnson,"This multidisciplinary volume brings together scholars and activists to examine expressions of racism in contemporary policy areas, including education, labour, immigration, media, and urban planning. While anti-racist struggles during the twentieth century were largely pitched against overt forms of racism (e.g., pogroms, genocide, segregation, apartheid, and 'ethnic cleansing'), it has become increasingly apparent that there are other, less visible, forms of racism. These subtler incarnations are of special interest to the contributors. The intent of Race, Racialization, and Antiracism in Canada and Beyond is to probe systemic forms of racism, as well as to suggest strategies for addressing them. The collection is organized by themes pertinent to political and social expressions of racism in Canada and the wider world, such as the state and its mediation of race, education and the perpetuation of racist marginalization, and the role of the media. The contributors argue that, in order to effectively combat racism, various methodological approaches are required, approaches that are reflective of the diversity of the world we seek to understand.",9781442690783,
1471,Integrative Antiracism,South Asians in Canadian Academe,Edith P. Samuel,"From both a theoretical and practical standpoint, racism is one of the most important topics that has engaged the attention of social scientists in North America in recent years. As societies become more ethnically diverse, people from different cultures are increasingly coming into contact with each other, resulting in ever greater opportunities for racism to manifest itself. In this work, Edith Samuel examines the educational experiences of South Asian students and faculty members from the perspective of 'integrative antiracism' - the study of how the dynamics of social difference are mediated in people's daily lives. Specifically, she analyses perceptions of and responses to racism in four critical areas: faculty-student relationships, peer group interactions, curriculum, and the psychosocial dimension. Antiracism scholars maintain that racism is widespread on Canadian university campuses. Drawing on the available literature and extensive interviews with students and faculty, Samuel looks at both overt and covert forms of racism, as well as structural racism, that results in discrimination in admissions and employment. She also looks at race, class, gender, history, and culture and how these interlocking systems produce unique experiences of racism for South Asians in academe. Through the exploration of the intricate patterns of South Asians' assimilation into university life, Integrative Antiracism identifies the numerous barriers racial minorities encounter and suggests a variety of approaches to fostering a more equitable education system.",9780802037824,Integrative Antiracism South Asians in Canadian Academe
1473,Antiracism and Universal Design for Learning,,Andratesha Fritzgerald,"Andratesha Fritzgerald presents Universal Design for Learning (UDL) in a new light: As an effective framework to teach Black and Brown students. Drawing vivid portraits of her classroom instruction in urban over the past two decades, Fritzgerald shows teachers how to open new roads of communication, engagement, and skill-building for their students. The result? Helping students become expert, lifelong learners who feel honored and loved.",1930583702,
1475,Whiteness at the Table,"Antiracism, Racism, and Identity in Education",Shannon K. McManimon,"This book examines the complexities, losses, and confusion of white racial identities across educational contexts of families and schools, thinking specifically about what this means for educators. It argues that antiracism requires building relationships and story-sharing spaces as a way of living out antiracist commitments.",9781498578080,"Whiteness at the Table Antiracism, Racism, and Identity in Education"
1477,Antiracism and Antiracist Discourse in France from 1900 to the Present Day,,James Robert House,"The thesis examines examples of antiracism and antiracist discourse in France, using an approach which combines history, sociology, discourse analysis and political science. It is based on archive source material and the publications of antiracist, antifascist and anticolonial movements in the period since 1900. Previous examples of research on antiracism in France have often limited their analysis to very contemporary forms of antiracism, and have given a definition of antiracism which I term 'republican antiracism'. Republican antiracism, definable as a form of antiracism closely linked to republican political culture, takes its values from the Revolutionary heritage of 1789, and stresses universal rights and values. Republican antiracism is studied here from the 'founding event' of the Dreyfus ""Affair"", through subsequent reworkings and reformulations in the 1930s (antifascism), 1940s, 1950s and 1980s. The thesis focuses on the complex discourses of nation, assimilation, egalitc and rights articulated within the republican tradition, the left and republican antiracism. A definition of antiracism is given here as emanating from a variety of areas (for example antiracist organizations, immigrant rights associations, trades unions) and levels (cultural, economic etc.) of production. This idea of a multiplicity of sites of production of antiracism is illustrated with a study of the relationship between antiracism and antifascism in the 1930s, and the opposition to anti-Maghrebian racism in the period 1947-1962. Throughout, it is suggested that the terms 'universalism' and 'difference' are insufficient as analytical tools for understanding antiracism as ideology, discourse and practice, just as it is argued diat antiracism is irreducible to being the 'double' of racism. To highlight the broad definition of antiracism used, I look at the lessons to be learned for antiracism from anticolonial forms of opposition to racism in the period 1919-1939, suggesting that these mobilizations provided a radical critique of colonial racism which republican antiracism had failed to develop. I examine how republican antiracism in the post-1945 period then integrated this concept of colonial racism as a category of racism. The historical focus of the thesis is supplemented with a thematic approach to the notion of memory as used within antiracism, notably the memory of colonial and postcolonial forms of racism within the State. The memory of the massacre of Algerians in Paris on 17th October 1961 is studied as an example.",OCLC:817234282,
1480,A Pedagogy of Anticapitalist Antiracism,"Whiteness, Neoliberalism, and Resistance in Education", Zachary A. Casey,"Argues that the economic system itself is culpable in maintaining our oppressive educational status quo. Through an analysis of whiteness, capitalism, and teacher education, A Pedagogy of Anticapitalist Antiracism sheds light on the current conditions of public education in the United States. We have created an environment wherein market-based logics of efficiency, lowering costs, and increasing returns have worked to disadvantage those populations most in need of educational opportunities that work to combat poverty. This book traces the history of whiteness in the United States with an explicit emphasis on the ways in which the economic system of capitalism functions to maintain historical practices that function in racist ways. Practitioners and researchers alike will find important insights into the ways that the history of white racial identity and capitalism in the United States impact our present reality in schools. Casey concludes with a discussion of “revolutionary hope” and possibilities for resistance to the barrage of dehumanizing reforms and privatization engulfing much of the contemporary educational landscape. “This book is groundbreaking. It stands alone in its sophisticated use and explanation of theory, praxis, and their interrelationship in the field of critical whiteness studies.” — Jeremy N. Price, author of Against the Odds: The Meaning of School and Relationships in the Lives of Six Young African-American Men",9781438463070,"A Pedagogy of Anticapitalist Antiracism Whiteness, Neoliberalism, and Resistance in Education"
1482,SUMMARY of Stamped,"Racism, Antiracism, and You by Jason Reynolds and Ibram X. Kendi",Beezy Press,"This is a SUMMARY of the main book ""Stamped: Racism, Antiracism, and You by Jason Reynolds and Ibram X. Kendi"" Here in this book you will get: Chapter Wise Summary of the main content. Quick & Easy Understanding Content. Extraordinarily Summarized book that you SKIP Nothing. So, what are you WAITING for? GET THIS BOOK NOW!!!",9798730022065,"SUMMARY of Stamped Racism, Antiracism, and You by Jason Reynolds and Ibram X. Kendi"
1483,Race after Sartre,"Antiracism, Africana Existentialism, Postcolonialism",Jonathan Judaken,"Examines Jean-Paul Sartre’s antiracist politics and his contributions to critical race theories, postcolonialism, and Africana existentialism.",9780791477854,"Race after Sartre Antiracism, Africana Existentialism, Postcolonialism"
1485,Activist Scholarship,"Antiracism, Feminism, and Social Change",Julia Sudbury,"Can scholars generate knowledge production and pedagogy that bolster local and global forms of resistance to U.S. imperialism, racial/gender oppression, and the economic violence of capitalist globalization? This book explores what happens when scholars create active engagements between the academy and communities of resistance. In so doing, it suggests a new direction for antiracist and feminist scholarship, rejecting models of academic radicalism that remain unaccountable to grassroots social movements and exploring the community and the academy as interlinked sites of struggle. The chapters are authored by leading scholars from the U.S., Canada, India, Japan, and the UK who are involved in feminist, antiracist, indigenous sovereignty, transgender liberation, antiglobalization, antimilitary, and antiprison movements. They provide models and the opportunity for critical reflection for students and faculty as they struggle to align their commitments to social justice with their roles in the academy. At the same time, they explore the tensions and challenges of engaging in such contested work. --Publisher description.",1315636174,"Activist Scholarship Antiracism, Feminism, and Social Change"
1487,"Stamped: El Racismo, El Antirracismo Y Tú / Stamped: Racism, Antiracism, and You: A Remix of the National Book Award-Winning Stamped from the Beginning",,Jason Reynolds,"Bestseller del New York Times y del USAToday Una exploración oportuna y crucial del racismo y el antirracismo en Estados Unidos Este NO es un libro de historia. Este es un libro sobre el aquí y el ahora. Un libro que nos ayudará a comprender mejor por qué estamos donde estamos. Un libro sobre la raza. El concepto de raza siempre se ha utilizado para ganar y mantener el poder, para crear dinámicas que separan y silencian. Esta notable adaptación del libro Stamped from the Beginning, del Dr. Ibram X. Kendi, ganador del National Book Award, revela la historia de las ideas racistas en Estados Unidos y nos inspira a construir un futuro antirracista. A través de un recorrido histórico que va del pasado al presente, este libro nos muestra la raíz de nuestras ideas respecto a los grupos raciales y por qué persiste el veneno del racismo. Además, demuestra que, si bien las ideas racistas siempre han sido fáciles de fabricar y distribuir, también pueden desacreditarse. Con la prosa apasionante y enérgica que lo caracteriza, el multipremiado autor Jason Reynolds no aclara en esta adaptación muchas de las distintas formas en que se presentan las ideas racistas y nos ofrece herramientas que nos permiten identificarlas y eliminarlas en nuestra vida diaria. ENGLISH DESCRIPTION The #1 New York Times bestseller and a USAToday bestseller! A timely, crucial, and empowering exploration of racism--and antiracism--in America This is NOT a history book. This is a book about the here and now. A book to help us better understand why we are where we are. A book about race. The construct of race has always been used to gain and keep power, to create dynamics that separate and silence. This remarkable reimagining of Dr. Ibram X. Kendi's National Book Award-winning Stamped from the Beginning reveals the history of racist ideas in America, and inspires hope for an antiracist future. It takes you on a race journey from then to now, shows you why we feel how we feel, and why the poison of racism lingers. It also proves that while racist ideas have always been easy to fabricate and distribute, they can also be discredited. Through a gripping, fast-paced, and energizing narrative written by beloved award-winner Jason Reynolds, this book shines a light on the many insidious forms of racist ideas--and on ways readers can identify and stamp out racist thoughts in their daily lives.",1644731088,
1489,Antiracism in Animal Advocacy,Igniting Cultural Transformation,Jasmin Singer,"Twelve essays on the importance of diversity, equity, and inclusion in animal advocacy. Antiracism in Animal Advocacy: Igniting Cultural Transformation is a collection of writings by farmed animal protection advocates who are committed to exploring and prioritizing racial diversity, equity, and inclusion (DEI) as they work to create a more just animal protection movement. The essayists were all attendees of the 2020 inaugural Encompass DEI Institute. Essays include: ""From Speaking Up for Animals to Becoming an Antiracist,"" by Rachel Huff-Wagenborg ""Using Research and Data to Create an Inclusive Animal Rights Movement,"" by Brooke Haggerty ""How My Cultural Identity Informs My Animal Advocacy,"" by Unny Nambudiripad ""Animal Advocates: It's Time We Move from Performance to True Antiracism,"" by Aryenish Birdie ""Oppression without Hierarchy: Racial Justice and Animal Advocacy,"" by Michelle Rojas-Soto ""How Racism in Animal Advocacy and Effective Altruism Hinders Our Mission,"" by Michelle Graham",1590566483,Antiracism in Animal Advocacy Igniting Cultural Transformation
1491,A Theory of Antiracism,A System of Ideas and Policies that Fight Racial Inequality - Book 3,Melissia Earnest,"""What would you do if someone were to tell you that not being a racist isn't good enough? And that you can actually solve many of society's ills by being an antiracist? Antiracism is a transformative concept that reorients and reenergizes the conversation about racism-and, even more fundamentally, points us toward liberating new ways of thinking about ourselves and each other. At its core, racism is a powerful system that creates false hierarchies of human value; its warped logic extends beyond race, from the way we regard people of different ethnicities or skin colors to the way we treat people of different sexes, gender identities, and body types. A Theory of Antiracism will make you a better, kinder, and more fair person by revealing how deeply ingrained racism is in our society and outlining what we can all do to annihilate it completely. Although society has made great strides, racism is still a sickening issue we deal with today. And while we have the obvious horror of cops killing some black people for no reason, this is only one of many problems that racism brings into our society that we all have a duty to fix. This is an essential work for anyone who wants to go beyond the awareness of racism to the next step: contributing to the formation of a just and equitable society.",9798738171178,A Theory of Antiracism A System of Ideas and Policies that Fight Racial Inequality - Book 3
1493,"Racism, Antiracism, Antiracist and You","Racial Prejudice & Discrimination, Antiracism, Racism Without Racist, How To Be An Antiracist, Black & White Fragility, Rage & Supremacy In America Explained",Ijeoma Collette,"An Ultimate Guide To Racism, White Fragility, Supremacy, Diversity, Antiracism, Racial Discrimination & Prejudice, Explaining Racism To Kids And How To Be An Antiracist It is unfortunate that Americans are witnessing all forms of hate - racism, misogyny, anti-Semitism, homophobia, transphobia - enjoying a grotesque golden age. Many American citizens worry that the society is being exposed to all forms violence and discrimination, color supremacy which is gradually warping our views about diversity and inclusion. But this book comes with some good news - we can counter hate's deceptive reach before it is too late. This anti-racism book is a significant tool to help us be responsible, tolerant and succeed in raising good and emotionally mature kids. Replete with advice and examples, this time-proven book gives you concrete strategies you can immediately put into practice to make the world a better place irrespective of color and race. This is a complete book with every important orientation and information you'll ever need to mold your kids against racism. What You Will Learn From this Book: Descriptions of racism and anti-racism Insight into presenting history accurately Self-reflection on teaching practices An insight of why it's vital to talk about race Advice for handling racist incidents Techniques for amplifying diverse voices Ideas for building an anti-racist environment Reasoning behind general interaction A motivation to raise awareness Why You Should Get This Book: Get this book if you want to build a world free from hate and racism Get this book if you want to learn how to raise your kids to be anti racist Get this book if you want to learn how to make the world a better place for us all What are you waiting for GRAB YOUR COPY TODAY!!",9798663743419,"Racism, Antiracism, Antiracist and You Racial Prejudice & Discrimination, Antiracism, Racism Without Racist, How To Be An Antiracist, Black & White Fragility, Rage & Supremacy In America Explained"
1495,Sumary of Stamped,"Racism, Antiracism, and You: by Jason Reynolds, Ibram X. Kendi",Emilie Perly,"Jason Reynolds' Stamped: Racism, Antiracism, and You is a nonfiction book published in 2020 by the American authors Jason Reynolds and Dr. Ibram X. Kendi. It is a self-described ""remix"" of Kendi's 2016 National Book Award winner Stamped From the Beginning: The Definitive History of Racist Ideas in America. An award-winning writer of young adult fiction and poetry, Reynolds frames America's history of racist ideas for an audience of middle school and high school readers. Reynolds' remix is bookended by an introduction written by Kendi and an Afterword that transitions the reader out of the historical narrative and, hopefully, into antiracist action. This study guide refers to the 2020 hardcover edition published by Little, Brown Books for Young Readers.The book establishes several patterns through which to organize and understand historical racism in the United States. The authors divide ""racist"" and ""not racist"" into three categories: ""segregationist"" racism, the commitment to the separation and hierarchy of races; ""assimilationist"" racism, the push to integrate Black people into White society and abandon Blackness; and ""antiracism,"" the school of thought that believes in full racial equality, period.Like Stamped from the Beginning, Stamped is divided into sections that cover distinct historical time periods, each anchored by a central historical figure who is representative of racist or antiracist developments in their lifetimes. Though the first section covers the broadest range of history and geography-African slave trading across the globe from 1415 to 1728-its main emphasis is the establishment of racist systems in the lands that became the United States. The leading racist intellectual of Colonial America was the Puritan minister Cotton Mather. The next segment ruminates on the contradictions in the racial ideology of Thomas Jefferson throughout his political career. In the third section, the authors discuss the antislavery ideology of editor William Lloyd Garrison and the politics of Abraham Lincoln. The fourth section centers on the long intellectual career of W. E. B. Du Bois, who shifted from assimilationism to antiracist activism in the 20th century. The last section focuses on Dr. Angela Davis, the Black feminist who embodies antiracist empowerment and resistance.",9798682499342,"Sumary of Stamped Racism, Antiracism, and You: by Jason Reynolds, Ibram X. Kendi"
1496,Crossing a Creek,Choosing Antiracism Identity as a White Woman in Unitarian Universalist Parish Ministry,Rosemary Lee Edington,"This project/thesis is about my personal attempt to come to grips with what it means to consciously choose antiracism. It has more to do with claiming antiracism as an identity than with actually doing antiracism work, although I do not deny that being and doing are intertwined. Focusing on the being, the identity, keeps it personal and helps me concentrate on learnings and experiences I have found helpful as I have joined the struggle for antiracism. In the context of this writing, it saved me from going down the track of describing various antiracism training programs and analyzing them as to which one would make someone capable of doing antiracism.",OCLC:870650348,Crossing a Creek Choosing Antiracism Identity as a White Woman in Unitarian Universalist Parish Ministry
1497,Summary Stamped,"Racism, Antiracism, and You: By Jason Reynolds, Ibram X. Kendi",Alma Duncan,"Jason Reynolds' Stamped: Racism, Antiracism, and You is a nonfiction book published in 2020 by the American authors Jason Reynolds and Dr. Ibram X. Kendi. It is a self-described ""remix"" of Kendi's 2016 National Book Award winner Stamped From the Beginning: The Definitive History of Racist Ideas in America. An award-winning writer of young adult fiction and poetry, Reynolds frames America's history of racist ideas for an audience of middle school and high school readers. Reynolds' remix is bookended by an introduction written by Kendi and an Afterword that transitions the reader out of the historical narrative and, hopefully, into antiracist action. This study guide refers to the 2020 hardcover edition published by Little, Brown Books for Young Readers...",9798688975963,"Summary Stamped Racism, Antiracism, and You: By Jason Reynolds, Ibram X. Kendi"
