,items__volumeInfo__title,items__volumeInfo__subtitle,items__volumeInfo__authors__001,items__volumeInfo__description,items__searchInfo__textSnippet,items__volumeInfo__industryIdentifiers__identifier,title
72,We're All in This Together,,Skye Hughes,"School friends - Kiana, Amin, Roshan, Casey, Ming and Tyler all have one thing in common - they can't go to school. The world changed very quickly and now they have to stay home to keep themselves and their families and friends safe. They discover that even apart, they can find new and fun ways to be together. At a time when the world looks a little different, this encouraging story promises young readers an opportunity to reflect on their own experience of this unique moment in history while promoting resilience and unity. ABOUT THE AUTHOR Skye Hughes was born in Adelaide but spent much of her childhood travelling around Australia in a caravan with her three younger siblings and parents. She is a high school teacher, youth program facilitator and big fan of Nutella donuts. Skye currently lives in Melbourne and when she isn't writing children's books, looking after her house plants or teaching young people, you will find her travelling the globe and connecting with people from all walks of life. It is these connections that inspire her to keep growing, learning and creating beautiful memories. ABOUT THE ILLUSTRATOR Alice Coates was born in the Netherlands and spent her childhood hopping around South America, China, Singapore and Canada with her parents and younger sister. Alice is an illustrator but also keeps busy as a landscape architect, gardener, and masters student - researching how we can make a future with less waste. Alice lives in the graffitied inner city of Melbourne and is often seen tearing up the streets on her rollerblades.","At a time when the world looks a little different, this encouraging story promises young readers an opportunity to reflect on their own experience of this unique moment in history while promoting resilience and unity.",1925452263,
76,We're All in This Together,A Novella and Stories,Owen King,"""An exceptional debut...Funny and poignant, these stories are textured gems.""—People (four-star critic's pick) The stories in this collection, along with Owen King's brilliant title novella set in Maine after the 2000 election, carry the weight of real emotion and revelation and showcase the impressive versatility of a rising talent. An adolescent encounters a giant reptile in the unlikeliest of places, a rundown shopping mall; a baseball player in a fantastic 1930s Coney Island is assailed by the guilt of an illicit romance; a nineteenth-century itinerant dentist finds himself snowed in with a group of trappers for a long evening of primitive surgery and laughing gas reveries. The stories in this collection, along with King's brilliant title novella set in Maine after the 2000 election, carry the weight of real emotion and revelation and showcase the impressive versatility of a rising talent.","The stories in this collection, along with King&#39;s brilliant title novella set in Maine after the 2000 election, carry the weight of real emotion and revelation and showcase the impressive versatility of a rising talent.",1582345880,We're All in This Together A Novella and Stories
81,We’Re All in This Together!,"A Book of Quarantine, Comedy, and Hope",Linda N. Meade,"This year is a year that will go down in history not only for the election that came up, but also for the worst disease to hit our planet and all the people residing on it in decades. We have all seen the posts and the pod-casts that have shown on commercials and news clips telling us to stay home when possible, and stay safe as often as we can. Who would have ever believed something like a virus that started in Asia back in January of 2020, would cripple us globally and continue to do so to this date and time. I thought a lot about this problem. I miss my family and friends. I know a lot of you have been feeling the same way about being inside for days on end. Feeling concerned about jobs, food, money, disasters from tornadoes, face masks and where to find them. And toilet paper and who has it. I decided to write down my experiences on these topics and see how many of you relate to them, and maybe even laugh about them now. So get ready cause we’re going to talk about it all. The drama, the comedy, and the real reason : We’re All In This Together.","So get ready cause we’re going to talk about it all. The drama, the comedy, and the real reason : We’re All In This Together.",9781665703406,"We’Re All in This Together! A Book of Quarantine, Comedy, and Hope"
87,We'Re All in This Together,,Melanie O'Donohue B. S. E. M. S. E.,"The Pandemic of 2020 rocked the world to its core. Nothing like this had happened for over one hundred years. No one knew what to make of it and it changed everything we knew. Children will have many questions. We're All in This Together is a springboard for teachers and parents alike to invoke questions and answers to this unprecedented time. The Coronavirus left society trying to find a new normal. Parents worked from home. Students went to school at home. The medical professionals worked long, grueling hours to help as many as they could. How would this change our world and how would we get through this extremely trying time?",No one knew what to make of it and it changed everything we knew. Children will have many questions. We&#39;re All in This Together is a springboard for teachers and parents alike to invoke questions and answers to this unprecedented time.,1663200955,
92,We'Re All in This Together,,the Postscripts,"A book of 71 pieces written by The PostScripts, twelve women and two men, ranging in age from 51 to 85.","A book of 71 pieces written by The PostScripts, twelve women and two men, ranging in age from 51 to 85.",1591091209,
94,The myth of this is that weíre all in this together,,"Mulgrew, Nick","Equal parts flippant and plaintive, Nick Mulgrew’s first collection of poems is a three-part meditation on the ways in which people lose trust in each other, their communities, and themselves. Experimentally laced with monologue, anecdote and truism, these thirty-two self-aware, diary-esque poems languish in the small sadnesses and frayings of a terminally uncertain society in a socially-mediated age.","Equal parts flippant and plaintive, Nick Mulgrew’s first collection of poems is a three-part meditation on the ways in which people lose trust in each other, their communities, and themselves.",9780620676946,
96,A World where We're All in this Together,,Bob Newman,"""We're all in this together"" is an essential handbook -- one that offers both practical methods for establishing local schools based on cooperation instead of competition and clear philosophical principles for remaking society one person at a time."" -- back cover.",&quot;We&#39;re all in this together&quot; is an essential handbook -- one that offers both practical methods for establishing local schools based on cooperation instead of competition and clear philosophical principles for remaking society one person at ...,0984964665,
103,We're All in This Together - Help Through Stressful and Depressive Times,,Jess Miller,"Jess Miller's 'We're All In This Together' has helped many people get themselves through stressful and depressive periods in their lives. Jess outlines how we gradually get battered down by the system of life we live under until we finally cave in and reach the darkness of depression, but that this is a normal place for human beings to find themselves in. After all each of us has a different level of resistance to stress so it's hardly surprising that many of us succumb to its battering and become depressed. Once we're in the darkness though there are things that we can do for ourselves to help us find our way back to the light. Jess gives you twelve easy yet powerful self-help therapies, his 'Neil Armstrongs' being one small step that becomes a giant leap away from the darkness of stress, tension, loneliness and depression. These easy yet powerful self-help therapies get you to slow everything down that is going on in your life and do things for yourself whilst truly appreciating what you are doing. They stop you being reactive to the things that have made you stressed and depressed and you become proactive for yourself in simple ways that push the 'noise' going on in your life away so you can enter a period of calm in which your mind and body can start to mend. For people who are all up and together, rushing through their lives utterly convinced they are living the right way these therapies may seem trivial, but for someone who is hurting in the darkness of depression and whose life has become surreal they are of real value. By understanding the stressful descent into depression, what it's like when you're there, how you've joined countless millions of human beings who go through this experience and the things you can do for yourself to help you find your way back to the light, you will be giving yourself every chance of making that journey and returning to a much happier life. This book is not written for those suffering from bipolar or manic depression, although many of the symptoms and their effects are the same, rather it's for everyday people who are existing under extreme stress or feeling really down, giving them the proven therapies Jess used to bring himself back from the darkness. Book excerpt: NEIL ARMSTRONG 2 THOUGHTLESSNESS 'It is important for you to accept that you cannot do what you did before. You may be able to do those things again one day, but right now your fractured consciousness cannot take more than one small step at a time. So here is another small step: You do whatever it takes to find somewhere quiet to sit and relax undisturbed and then close your eyes and try to banish all thought from your mind so that you can simply drift in a panacea without a single, solitary thought entering your mind. This is hard to do when you are in the darkness with your mind racing and careering around as a response to not being able to function properly and at first you might find this exercise nigh on impossible. When I first tried to do this I was in the darkness and it was not two seconds before a thought entered my mind. Today I can hold that drifting, thoughtless state for about as long as I want, which is interesting considering that for many years my teachers wrote on my school reports that this was precisely what I was brilliant at doing in class. But if you are able to manage just a few seconds of thoughtlessness and then practice at extending that amount of time, you will find your consciousness thanks you for it. It thanks you for not having to work at all, not having to continually process all those thoughts for the first time in years? And you will feel the difference. Go ahead and try it. You are doing something that enables your consciousness to rest and believe me when I tell you that it needs to be rested more and more.....","This book is not written for those suffering from bipolar or manic depression, although many of the symptoms and their effects are the same, rather it&#39;s for everyday people who are existing under extreme stress or feeling really down, ...",0956583121,
108,We're All in This Together,,Owen King,"Revised and expanded for this special edition including a new foreword by the author and a bonus story, ""The Idiot's Ghost,"" which hasn't appeared in any other version of the book! Plus a new introduction by John Freeman!","Revised and expanded for this special edition including a new foreword by the author and a bonus story, &quot;The Idiot&#39;s Ghost,&quot; which hasn&#39;t appeared in any other version of the book! Plus a new introduction by John Freeman!",1587675145,
113,We're All in This Together,,Cathwren Hermon,"Have you ever met someone and just felt immediately connected, as if you'd always been friends? Those miraculous connections are everywhere in the universe, if we but open our hearts.","Have you ever met someone and just felt immediately connected, as if you&#39;d always been friends? Those miraculous connections are everywhere in the universe, if we but open our hearts.",1419607812,
